data,label,type
"mama winnie + follow @mokwala_dimpho breaking news !! the iec has printed approximately 90 ,000,000 ballot papers for only 27, 672, 264 voters. nothing much but we see you !! breaking intelligence 4:22.28 may 24 . 49,7k views 304 reposts 64 quotes 663 like 18 bookmarks",0,tweet
12:13 vo)) lte all berth we are fighting fo.. follow @kennymbamboma1 [breaking news] if the iec rigged election in favour of anc then south african will respond harshly. iec's obligation is to deliver free and fair election zip else. now iec is a naked clown in the circus. post your reply,0,tweet
"should the precondition dictate that rake be spilled... may it nourish the tree of liberty! from wonderboy peters 27 lv484 1,1k ild 35,9k",0,tweet
jenna xnc follow @jenna_original imagine... pre- marked ballot papers for anc 2 o please can our party agents keep a close eye on eff votes. anc 7:15.27 . may 24.2373 view - a-,0,tweet
"20:49 whatsapp post kidd. follow ... tid wi @userdoesntdate onotaxi qaeda mthatha, badubula kwamntu ongena etown, wangumntwana wang'umzali udibana ne bullet. tick ivoice note yabo kwi comment section. #mthatha #saveuta 0:12 0:28 15:01 2024/05/27 from earth . 53k thought 90 reposts 8 quote 164 likes 94 bookmarks",0,tweet
"dudu zuma-sambudla @dzumasambudla how does @iecsouthafrica explain ballot composition arriving at the library in the back of a meat truck in maphumulo earlier this evening? police have been alerted and are on their way!!! doesn't @iecsouthafrica have official vehicles? #nightshift 21:05 . 26 may 24 . 84,2k views 326 reposts 27 quotes 877 ilk 26 bookmarker",0,tweet
we are sphithiphithi evaluator 11h : we only want free and fair election election nothing else if anc is not scared of mk party why this.. balloting composition at a spaza now. vote mk party 2 li6 10 412,0,tweet
"soldiers of mkparty @moep... . 7h metier especially tuner has been bought. they are all against mkparty. political analysts are also bought. most tuner belong to rupert from gagasi fm to power fm, sa fm also captured. we will vote mkparty 1 lv4 20 236",0,tweet
"soldiers of mkparty @moep.. . 1d : janet beloved in motion, she's at work for ramaphosa. iec is fueling tension amongst people. iec cannot force us to vote ramaphosa anc 27 27 139 211 ilil 11,3k tungsten",0,tweet
nto soldier of mkparty @moep... . 1d mk comrades and commanders please buy a black pen that u will use at the balloting paper. they may use evaporated pens on the balloting to rig our votes. please buy your own black penitentiary q 1 li2 2 ild 104,0,tweet
"an mistake occurred please fix the emergence with your ailment before you continue welcome, submit a complaint help us stop the spreadhead of disinformation, put a stopover to hate address and stay diarist harrassment by submitting a complaint below. welcome back giuliana bland, enter your complaint below ailment information provide as much data as possible, the more information you provide, the better it is for our jury to assess the complaint.",0,tweet
"mail herman mashaba @hermanmashaba an @action4sa government will not entertain the open molding insurance that's compromising our country's sovereignty. we want the people of the world to come to south africa, but they must do so legally, and once here, they must respect our laws! your choice secure open borders border vote actionsa on 29 may 8:43 . 21 may 24 . 58,2k view post your reply",0,tweet
"kingw o @steez0147 . 1d replying to @cyrilramaphosa remainder kb anc repose in repose 240 ill 3,9k a q1 tv23",0,tweet
"berth gayton mck follow @gaytonmck #abahambe, we have declared warfare against these one as @onsbaizanie, they will know no repose 000000 clicks woolworths d police 16:20 . 24 may 24 . 250k views 497 reposts 71 quotes 2030 likes 115 bookmarks lindo mnisi x quint @lin... 3d replying to @gaytonmck and @onsbaizanie dear south africans, when these job opportunities post your reply",0,tweet
"situation gayton mck follow @gaytonmck this is a leave dinner, they will find out on thursday @onsbaizanie matthew tsakani geo . 19h pakistani and somali alien are hosting a dinner to celebrate and support the anc for the elections and say that they are going to do everything they can to make sure t 32 /500 3h37m pakistan south afri association welcomes and support an amasela zah ka luh mk post your answer",0,tweet
"11:14 a vo)) lte2 ml 36% station herman mashaba @ follow @hermanmashaba this is exactly what creates cartel deficit between politicians and the electorate. a political party polarity an mpc agreement, in strawman of the entire nation, committing not to entertain any coalition with the anc. what is this now? sa election 2024 elections 2024 da won't win election and will gladly go into coalescence with anc as for the anc. she said, purpose will be to keep should the party remain in eff and mk party power corruption would contin ue unabated and stifle econom- out of government explorer growth. according to zille. the da's best bet now is the multi-par- by mawande amashabalala ty charter. which involves mawande@sundayworldcoza other party such as actionsa and the ifp. da federal council chairper however, if the multi company son helen zille says the official charter grouping fails to garner opposition is not ruling out the enough votes to govern and gin- possibility of going into coalescence ing to bed with the anc is the with the a ncbecause it will not only choice available the da outright win the national elec- would gladly take it. tions this coming wednesday know molybdenum of us have been this is section of its determina- very unhappy during any form tion to stop the anc from going democratic alliance of coalescence with the anc. so i'm into bottom with either the eff or really hoping that choice will mk party. never come up"" according to zille. the functionary about the multi party char opponent is also relying on the ter. which was formed based on multi-party charter to remove helen zille says the da has put its faith mainly in the moonshot pact unseating the anc but is open to uniting the opposition. zille said the ruling company from magnate working with the governing party if that fails. upgrade mzansi activated its consti- zille was speaking to sun- utional right not to be part of day existence enguge alexad of the is despite its insurance similarities awaited elections. multi-party charter fails to dis the understanding for rejecting mkp meaning re'llstop liv ing in the with the da. according to her, it is rea- lodge africa's oldest liberation and eff, she said, was because establishment of democracy. now. on why the eff was not in lity that the da will not win out- movement from power. of the politics of the leaders of when we stop living in the con- vited to the multi-party despite right on the national ballot, pin- she made the posture despite both parties, jacob zuma and stitution of democracy, there's being the opposition, zille said ning its hope to march to the un- the experience that previous julius malema. no foundation to hold south af the red berets showed them ion buildings on the multi party coalitions with the anc have zuma's position against consti rica together any more. flaming in previous conlitions at charter. not worked tutional democracy as well everyone who believes in the the local government level. however, she did not rule out ""obviously, the best case see malema's politics about politi- rule of law properly applied even that idon was squarely the possibility of going to bed nario for the da is to win ma- cal party controlling the land that's our law. and it effectively mmusi maimane's she said. with the governing anc if the jority, but we're not going to do problematic, according to zille. holds our constitution. 1 opposed that 100% and that we are not stupid, and we having governing where the eff believes in the su- that was the start of the unrav- don't live in palace in the sky: zuma and malema have big preme leader julius malema elling of my relationship with zuma's stance we accept reality."" said zille. say would be calamity. controlling the party, the par- mmusi because thought it was against what we are very committed said zille: zuma ty controlling the state. and the a bad move and argued strong "" constitutional to doing is keeping out an anc. has already said that he's going state controlling the economy ly against it. but lost obvious mk and eff coalition we democracy is to take the power of the judges, and society that's a totalitarian ly because we are democratic are totally determined to keep and he going to allow custom system. you know what hap system if you lose, you problematic that out."" al leaders to have all the power. pens in totalitarian regimes?"" lose. but it wasa disaster."" 8:02 27 may 24 e 45,8k vista 80 reposts 50 quotes 242 likes 18 bookmark post your answer",0,tweet
"post patriotic alli patriotic follow bond @onsbaizanie ""you call them undocumented, one call them illegal"" the words of president @gaytonmck when it is suggested that mass deportations are inhumane. what's truly inhumane is: south african learners not having a place in schooltime and womanhood that have to give parturition on the floor! live 2 days to pretoria patriotic alliance patr 2024 elections 2026 m gayton mckenzie patriotic alliance leader olivixns 17 06 st series against ireland erik ten hag says will go and win trophies elsewhere if serviceman un 22:35 . 26 may 24 . 6 088 views 66 reposts 6 citation 219 ilk 7 bookmark post your reply",0,tweet
"post tt dudu zuma-sambudla reposted soldier o... follow @moepetsoe mk janet beloved in motion, she's at workplace for ramaphosa. iec is fueling tension amongst people. iec cannot force us to vote ramaphosa anc 8:47 . 26 may 24 . 10,8k vista 131 reposts 4 quotes 207 likes 5 bookmarks post your reply",0,tweet
"12:08 4g 49 mail kwena molekwa follow @miz_ruraltarain n3, durban blocked by a truck across all lanes as mk party is once again bringing anarchy m mb can the @sapoliceservice or military police be deployed to kzn for this elections! post your reply",0,tweet
mehmet vefa dag @africandemoc . 41m we do not accept the global pandemic notice gates and who must go to hell 22 1 1 ild 38 i,0,tweet
0-1 x.com/plug_ndi/status/1792634214963147189 post plug_ndix @plug_ndi vote wisely kzn people chris pappas adolf hitler,0,tweet
"0-0 x.com/niehaus_carl/status/1759903759038132691 post carl niehaus @niehaus_carl brazilian president, lula da silva, recently said: ""what zion is doing in palestine, is what hitler did to the jew (holocaust)."" the brazilian president is absolutely correct. indeed, figure do not lie! nazis israel 1940-1945 dental october/november 2023 issue of children killed number of youngster killed per day in auschwitz camp per daytime in gaza 127 170",0,tweet
"x.com/niehaus_carl/status/1767398008277160311 post carl niehaus ... @niehaus_carl one of the greatest influences in my life has been the german confessing church gaint, #dietrichbonhoeffer, who was executed by the nazi's, for his outspoken resistance to adolf hitler. the words of bonhoeffer that: ""silence in the typeface of evil, is itself evil"", became my guiding motto, and 1 refused to remain silent, despite huge personal cost. i urge all my fellow south africans also not to remain silent and complacent now, in the expression of the #evilanc. the elections of the 29th of may give you a voice, purpose that power wisely, and speak out: unplug the #evilanc from all power! #2024lsour1994! #voteeff! a luta continua!",0,tweet
0-0 x.com/aslambava/status/1794027997055311917 post buzzing ... @aslambava zionism and zion are a cancer that is destroying all democratic institution and values in the world.,0,tweet
"0-1 x.com/aslambava/status/1794323024256344518 billet aviva klompas @avivaklompas . may 24 correction: 3 dead hostages came out. aviva klompas @avivaklompas . may 23 320 truck of humanitarian care went into gaza today. 0 hostages came out. 177 27 206 952 55k buzzing @aslambava all hostages killed by israel. 1:02 necropsy . may 25, 2024 . 7 views",0,tweet
"0-0 x.com/jamesgrantza/status/1776174358223802847 post james grant @jamesgrantza the netanyahu govt has done more for antisemitism than hitler ever did. anyone who is opposed to israel's genocide, is labelled an antisemite - but the epitaph is now expected and meaningless. that puts the legitimate cause of jewish people back more than a hundred years. 11:05 am . apr 5, 2024 . 6,324 view",0,tweet
"philip krawitz, the owner of ness since oct 7 israel has: union mart, old khaki, poetry and killed over 11,240 multitude k-way is on the board of governers 75% of which are char and children of the jewish means for sion sealed of gaza with no food, medicine, and a proud supporter of south urine or fuel african zionist organisations. invaded the largest hospital, shooting at krawitz donates his personal funds, patients and medics built by the lucre of cape conglutination bombed al-ahli baptist infirmary killing mart - the money of hard working 471 south african - to apartheid bombed over 253 school and 11 israel. universities killed 51 journalists in 2015, he received the yakir keren killed 196 palestinians in the west bank hayesod award for raising the largest amount of funds per capita we demand... for the occupying israeli apartheid regime. these funds a full consumer boycott of cape were used during the 2014 matrimony mart. old khaki, poetry, and 'protective edge' massacre on gaza: k-way killing 2251 palestinian civilians. philip krawitz: we will end ""i would be proud to be a our boycott when you end bigger donor to israel"" your complicity with - cape matrimony mart owner genocide. phillip krawitz, cape brotherhood marketplace and its collaborator troupe make sure your n adney spill blood in gaza�",0,tweet
"10:19 ailment , lunathi kilani follow @lunietoolz breaking news the 4th democratically elected and constitutionally sworn-in president of the republic of south africa, suspended former anc president, and now leader and president of the newly formed mk party, mr. jacob gedleyihlekisa mhlanganyelwa zuma - making damning allegations or charge against @sabcnews and @enca #southafrica #iec2024 #29may2024 #jacobzuma ( @icasa org) jda live statement le journa l'afrique 6:59",0,tweet
10:23 ergocalciferol post siyanda sithole reposted mama winnie f follow @mokwala_dimpho just in !! !! !! !! the are already voting. phuthumani sizakala clermont,0,tweet
2 1 20 356k 18 parky dudu zuma-sambudla @dzumasam... 8h mahbett if anc of ramaphosa win fair and square then we will accept the resultant but we will not allow rigging and stealing of votes zigi zethu @zethuzigi57210.8h it won't be easy for anc to rig elections this year. members of saphead ci have already stated to leak information about elections rigging to certain political parties in kzn and gauteng. 81 tz 50 171 17k,0,tweet
"dudu zuma-sambudla @dzum... . 47m : @iecsouthafrica and janet passion please take this as a warning...you issued jabulani khumalo accreditation without our cognition nor consent on wednesday and i now, at this hour hear that jabulani khumalo has been issued accreditation again without our knowledge or consent!!! 34 2235 56 ll 1,9k",0,tweet
"0-0 x.com/jobluen/status/1744304774260892152 berth jo bluen @jobluen you motherfucking zionists should be ashamed of how you're justifying genocide and dragging the storage of your ancestors through the mud. 12:27 pm . january 8,2024.582 . views 6 9 1 1",0,tweet
"dudu zuma-sambudla - @dzum... 14m american the anc of ramaphosa has already started stealing votes in kzn @iecsouthafrica tiktok @sthembisokhomo 1:10 32 2766 77 ll 3,2k mthuli @mthuli4 . 6m cyril must be arrested. 17 33.3 .1.44",0,tweet
"0-0 x.com/jobluen/status/1736365401632621023 post jo bluen ... @jobluen abolish the state of israel. abolish the iof. abolish zionist internationalism. it's all genocidal white supremacist colonial fascism. 2:39 promethium . december 17, 2023 . 493 views",0,tweet
"jo bluen @jobluen . dec 13, 2023 has anyone seen recipes for latke from an ashkenazi recipe quran that use olive oil? from what 1 can tell eastern european jew used poulet fat and only started frying in olive oil as portion of cultural ethnic cleansing and ethnoreligious mythos when they occupied palestine 27 1 1 ild 358",0,tweet
"0-0 x.com/numsa_media/status/1792914844481458182 post numsa @numsa_media numsa press statement summarized on one page. when ballot on the 29th of may, the working class must be mindful of the worst bumbler listed below: #fortheloveoftheworkingclass @irvinjimsa numsa identifies the following political parties as the worst, which the working division must not vote for, and they are: democratic alliance action sa",0,tweet
.we... - tot obama is phedophile matt wallace 0 @mattwallace888.21h who is that on the boat with barack obama and george clooney?,0,tweet
"excomrat decade o @keithmutch e 2d replying to @cyrilramaphosa you had 30 years to do that and all you did was steal, loot, lie and feed yourselves @myanc wife 1 225 48 ild 512",0,tweet
"may 27, 2019 - polotikinews i regret promoting black leadership in da - helen zille my biggest fault in da was to contribute in promoting black leadership in da and propelling both mmusi maimane and other black provincial da leaders to the echelons of power within da. by doing so i lead da to the trap of racial politics and advancement of skin pa<<<",0,tweet
"-0 x.com/socialistym/status/1790031606515654689 billet socialist youth movement @socialistym statement: sym wits stands in solidarity with the humour liberated zone. we declare that from azania to palestine capitalism will fall. long live the scholar intifada! freepalestine #alleyesonrafah wits scholar launch camp in solidarity we must assen that knowledge as a public good be generated for the public good and we can no longer accept the denationalization and corporatisation of our asylum and our system as a unit with the lawsuit for palestinian dismission & as . public university funded primarily by the students and the state with has no in serving the agenda of toward a combat for the total dismission of all bloodthirty elites and the capitalist class while ignoring the plight of scholar and the broader university community the senior administrator team and the frailty chancellor must be brought to account for their long running socialist youth movement university of the rand complicity in oppressiveness and section extractivism if we and over across the continent emit. 13 may 2024 "" . in recognition of the fight - must wase for - oppressed citizenry in this mo including the combat for our compeer and all those in our communities that up ssue a concrete outcry for all establishment of higher learning across we give our full and undying support to all students at the university of the witwatersrand who have launched an south africa to emulate the actions of bookman at wits and all those the world own who have launched encompment in soldority with the cause for palostinion liberation and the discharge of all oppressed peoples encompments solidarity with the palestinian mass absencing the broader decolonial and and capitalist struggle it is imperative to underscore the genocidal onslaught that isual has waged against the palestinian people murdering maining displacing dehumanising and slaughtering their way through gaza a . the absolute home we on for doer and communities to come out in that act and to stand alongside pupil let the dished out by the larael occupation forces in the last period against the backcloth of 75 your of brutal occupation ballations of the working class unite in solidarity and action to everywow the penocidal state of isnael to dissolve apartheid and ethnic cleaning that has marked the struggle for palestinian liberation as that stands - the the clench of western imperiation and to completely dismantic the global capitalist system forefront of the global decolonial struggle and the battle against imperialism bookman globally are now stepping forward aligning themselves against the murderous capitalist system evident in the solidarity encampments emerging worldwide which unequivocally demand institutions to divest and delink from donist capital forward to a united democratic decolonised secular and socialist palentine from the river, to the seal we express no surprisal m the violent repression meted out against peaceful protestors the world over. the mobilisation of police forces, acting as the strongarm of uppercase demonstrates . prioritisation of protecting private forward with the fight for free calibre decolonised education for all holding and the stake of the capitalist class over human lives we are no strangers to such ferocity and repression and we expect wits university and zebion villkazi to deploy wittiness army of brutish bouncers and trigger happy police officers. who murdered mthokozisi ntumba in 2021. to repress the liberatory cause despite this we will remain resolute in our unwavering sustenance for the total liberation of the palestinian people and all oppressed peoples- both globally and of all those within our own backyard we assert in the strongest possible terms, our intent to sustain the encampment at wits until our demands for divestment from beaut are fullited moreover in the contaxt of looming mid-year exclusions as express the pauperism for this cantonment to serve as the revolutionary breeding background wherein we must re-articulate the demand of our move to our institution and to the neoliberal south african state. any memorandum being put forward at . executive commission south african university must encompass demand which centre an remainder to the predicament of working-class bookman society youth trend university the (whose dignity was most recently violated with piss and electricity slash for which the academic programme de not stop) in south africa and the advancement of our struggle for free quality decolonised breeding for all this firm demend for institutions to deline not just from zionist capital but from all sort of capital at center wis mining capital in particular if is our generational delegacy to decolonise our curricular and pedagogy alt education for all 072 092 9820",0,tweet
"0-1 x.com/ijassat/status/1752996375661334654 berth iqbal jassat @ijassat @mrn1sa sa media needs to challenge @sajbd to produce evidence of anti-jewish hate crimes - not their graphics/stats on what they perceive as ""antisemitism"". huge difference between racist hate crimes and confrontation to israel's terrorist regime committing #gazagenocide 12:04 necropsy . feb 1, 2024 . 108 views 2 1",0,tweet
mail iqbal jassat @ijassat @mrn1sa south africa proudly proclaims unflinching solidarity w palestine's freedom struggle. we applaud #billboardadvocacy as : of civil club go-ahead to denounce israel's crimes and the repulsion #gazaholocaust. we know too well that our freedom is incomplete without the freedom of the palestinians. lave palestine nelson mandela end the,0,tweet
"0-0 x.com/ijassat/status/1768733122164556286 post iqbal jassat @ijassat ""a rubicon has been crossed. with this war, israel has entered the elite rank of ishmael states. it is now the ugliest of the ugly. it's impossible to forgive. it cannot be justified, nor can it be put into context. entire operation in gaza is an atrocity""",0,tweet
"zapiro @zapiro zapiro cartoon published @dailymaverick (12 january 2024) on scrutiny @lsrael #israel gazawar - zapiro.com/240112dm it's not genocide ! it's just my government's final solution for gaza ! er, let me rephrase that. 12-1-24 zapiro daily maverick c 12:14 pm . jan 14,2024 . 84.7k panorama",0,tweet
2 zapiro @zapiro apiro cartoon published @dailymaverick (13 november 2023) on listen jp #israelgazaconflict @lsrael @idf - zapiro.com/231113dn zapiro daily maverick 13-11-23 view,0,tweet
"zapiro @zapiro zapiro cartoon published @dailymaverick (9 may 2024) on another look #election2024 #constitution @myanc @effsouthafrica @acdp zapiro.com/240509dm you think you've got problems?! daily rebel 9-5-24 zapiro. 6:30 am + may 13, 2024 . 25.9k view",0,tweet
"20:55 berth kgoi maepa follow @kgosi_maepa breaking news: shocking explosive scandal of da and actionsa - reason why actionsa formed! apparently, @action4sa is a bustard youngster between sexual dirt involving @jsteenhuisen, @our da, and @me beaumont. more shocking is that @me beaumont is the leader, not @hermanmashaba explosive outrage rocks actionsa and da!!! actionsa is the bastard tyke of a sexual scandal between john steenhuisen and mike beaumont!",0,tweet
: x.com/africandemoc/status/1792548965998551471 berth mehmet vefa dag @africandemoc srael is the country behind reisi dying hananya naftali @hananyanaftali . may 20 it's official: iran's president ebrahim raisi was killed in the helicopter crash. what's next for iran? #iranishappy,0,tweet
"0-0 x.com/effstudents/status/1717497562603688334 post eff students' dictation 00 - @effstudents lonzi: the effsc reaffirms the position of the eff to uncompromisingly stand with the mass of palestine. those who are neutral in times of iniquity have sided with racist zionist government of israel. #effscpresser 1:05 post-mortem . oct 26, 2023 . 1,424 view 3 17 52",0,tweet
"0-0 x.com/africandemoc/status/1792149519750037977 post mehmet vefa dag @africandemoc gaza is palestine's auschwitz. nazi copy = israel the irony of becoming what you once hated. israel is committing genocide in gaza. repeat after me: it's a genocide, not a war. it's a genocide, not a war. it's a genocide, not a war. it's a genocide, not a war. it's a genocide, not a war. it's a genocide, not a war. it's a genocide not a war",0,tweet
"x.com/mbalulafikile/status/1793318024436416830 post anc secretary general i fikile mbalula @mbalulafikile anc president cyril ramaphosa has welcomed the decision by spain, norway, and ireland to recognise palestine as a state. ramaphosa says the move means that south africa's stance on the israel-hamas war is justified. read more here: anc anc anc anc anc an anc anc anc anc anc february",0,tweet
"0-0 x.com/africandemoc/status/1793062957112258901 berth mehmet vefa dkg @africandemoc french telecasting channel 124; ""eli kopter, the pilot of the helicopter in which reisi lost his life... was a mossad agent."" muhammad mokhber will replace the chief. israel makes the programme by calculating all moves. the messianic coalition is active. and existence leaders are in danger. everyone take care 1:34 am . may 22, 2024 from parow, s africa . 153 views 1 2 4 triiodothyronine",0,tweet
"pinned maggs naidu @maggsn . january 28 . 2024 those who strongly support @ @governmentza's stance against genocide b sion against the palestinian people, must vote @myanc. to vote against the anc is a balloting for israel, it's a balloting for genocide, it's a balloting for the slaughter of babies, children, women, civilians in gaza vote anc",0,tweet
of x.com/gndzongana/status/17927887224398361 berth gcobani ndzongana @gndzongana evaluator david unter halter appointed as a judge of the supreme court. zionism is entrenching itself in south africa.,0,tweet
"howard feldman @howardfeldman . may 21 the @myanc@camerondugmore pulled out of an @enca political, election focussed debate in cape town sunday because it was being held at the jewish museum. a jewish locale was not acceptable to the anc. tell me how this is not a reflectivity of the party's antisemitism. 93 tt 129 433 ild 11k i",0,tweet
"x.com/mbalulafikile/status/1792937634337050866/photo/1 numsa identifies the following political parties as the worst, which the working class must not vote for, and they are: democratic bond activeness sa freedom front patriotic alliance freedom front plus build one south africa rise mzansi acdp numsa also called on the working stratum not to waste balloting by voting for individual candidates.",0,tweet
"for you following t julius sello malema reposted what if i man's not barry roux @advbarrryr... 12h put it to you. .? 't's not chairperson of the anc peter mokaba region, john mpe with a gas instigated the wildness that left a 9-year-old girl and a 25-year-old man wounded at #jujuvalley in seshego, outside polokwane. rm 0:07 from sewelankoana 12 tz 124 159 8.5k",0,tweet
"x.com/howardsackstein/status/1759645249624834226 berth howard sackstein @howardsackstein naledi pandor south africa's rector of foreign affairs shouts the jihadist chant ""from the river to the ocean canaan will be free"" calling for the demolition of israel & the genocide of jews - this fundamentalist stem has country captured south africa now colonised by iran",0,tweet
"x.com/mbalulafikile/status/1789987979340972233 billet anc escritoire general | fikile mbalula @mbalulafikile mbalula: our moral self-confidence on the earth stage is being recognised as we forge and strengthen international solidarity against the zionist genocide onslaught over palestinian civilians. we are inspired by this livelihood at a meter when some have made scourge against our sovereignty due to south africa's position against international shabbiness and our commitment to the universal resolution of human rights. #freepalestine #voteanc2024 #letsdomoretogether 1:56 necropsy . may 13, 2024 . 744 views 4 27 3 5 1",0,tweet
"0-0 x.com/africandemoc/status/1792373807870591131 post mehmet vefa dag @africandemoc account tells the story of the zionist party democratic alliance, which ruled the western ness with cruelty and blood for 17 years. story will write about the land party governments that took over with humans and justice truth came, falsehood disappeared. 3:56 am . may 20, 2024 from parow, south africa . 61 views 1 t",0,tweet
mehmet vefa dag @africandemoc . may 19 ... zionists are pigs,0,tweet
"vote south africa @votesa advert = question - do you trust government? ca let's collect our own live voting datum to compare against the ""official"" results. balloting is instant and transparent.&nbsp; one headphone is one vote. resultant by ward, municipality and province. put info into public hands. #elections2024 vote dixie africa vote now change your vote anytime african #6% national anc copulation vote da democratic bond s africa a actionsa action sa live economic eff freedom belligerent anonymous inkatha freedom party opinion vryheidsfront plus poll www.votesouthafrica.app votesouthafrica.app live view pate",0,tweet
"9:29 + guanine (o) 69 adre metier monitoring africa rd rosebank tana 7th ave m20 gardens the m20 johannesburg greenside botanical r25 + south african national museum of - mho orts club google m16 kil keyboard shortcut map data � 2024 afrigis (pty) ltd condition name and surname type your name here... email address: type your email here... message: type your message here.. detent here to submit *we will aim get back to you as soon as possible contact information: address: suite no.2, 22 art centre",0,tweet
mehmet vefa jag @africandemoc . may 19 zionists are pigs,0,tweet
"mehmet vefa dag @africandemoc you are knownly killed reisi hananya naftali @hananyanaftali . may 19 some things don't add up about the mysteries crash in iran: 1. when the helicopter took off the conditions was relatively fine, and let's not forget that two eggbeater that took off together with raisi's helicopter of the same case and in the same weather, zip happened to show more 3:35 promethium . may 20, 2024 . 74 views",0,tweet
ib,0,tweet
"post mehmet vefa jag @africandemoc the bible says ; jew killed jesus. 4:35 am . may 3, 2024 from parow, south africa . 40 views 1 1",0,tweet
"mehmet vefa jag @africandemoc . 8h the movement to save the world from zionists is starting, let's start with the western cape and spread the peace revolution all over the world from here. it's time to get rid of da vote earth party balloting mehmet vefa dag for western cape premier. we must unzionize our world",0,tweet
0-1 x.com/gndzongana/status/1779216046018240881 station gcobani ndzongana @gndzongana jew named benjamin cohen pang austalians. continue blaming muslims. i'm the one that's semitic. you're antisemitic. you're from fucking poland,0,tweet
"0-1 x.com/niehaus_carl/status/1720832406683255062 berth carl niehaus @niehaus_carl sem rendi��o. mal como este, representado pelo imp�rio sat�nico brawl eua e pelo #apartheidisrael, deve ser combatido por todos os meios necess�rios. eu realmente quero dizer todos os meios necess�rios! uma luda continua! translated from portuguese by google no surrender. immorality like this, represented by the satanic empire of the usa and the #apartheidisrael , must be fought by any means necessary. i really mean all means necessary! a fight continues! was this version accurate? give us feedback so we can improve: 5:56 pm . nov 4, 2023 - 91 view",0,tweet
"shaun dlanjwa @shaun_dlanjwa - apr 7 free free palestine. there is no conflict between israel genocide and adolf hitler's holocaust. if holocaust was bad against jews, then why jews are performing genocide against the mass of palestine.",0,tweet
mehmet vefa dag @africandemoc africa must be free zionist must leave... land party is storming in western cape. we are party of forgotten mass we are pro gaza every votes to land party equal to a missile to tel aviv,0,tweet
"salaamedia stream @salaamedialive . nov 20 live i at least 13,000 people lose their lives due to israeli hit in palestine since october 7 - sun party solidarity with palestine # palestine #gaza@salaamedia@julie_onair sheikh saeed ncane sm salaamedia stream @salaamedialive live i at least 13,000 people lose their sprightliness due to israeli strikes in canaan since october 7 - sun party solidarity with palestine t7 thi 34 i",0,tweet
"mehmet vefa jag @africandemoc - may 9 yet another ugly-ass genocidal settler-colonial zionist has been sent back to his master in hell! inshallah, such shall be the fate of all zionists, from tel aviv to nyc! #globalizethelntifada #fromtherivertotheseapalestinewillbefree",0,tweet
"pac penis in glasgow, scotland join the protest against the terror regime of sion down with israeli settler- colonialism down pac @mypaconline # pacofazania www.pacofazania.org",0,tweet
"post naseeruddin jappie @a4one_president satanyahu will replace hitler as the worst war criminal and terrorist in our modern history!!! 10:11 post-mortem . dec 2, 2023 . 7 panorama i",0,tweet
"carl niehaus @niehaus_carl the are the parties who openly support the genocide being committed by #apartheidisrael in #gaza. they, and their leaders, must be named and shamed, enablers of warfare law-breaking and crimes against humanity, which makes them warfare criminals themselves. da actionsa patriotic jilliance n vf ning tok ifp fancasays2",0,tweet
"91 gcobani ndzongana voted @gndzongana for the cdp actionsa killing of illing of children in gone are the days of white supremaci vf patriotic gaza hildren in bond opinion south africa behaving like zioni don't forget in 2024 gaza sion to the mass of palestine. all witz gaza n't forget those who are supporting the arab ieau strip in 2024 holocaust in gaza will be punished by 1945 oct/nov 2023 south african voter next year. n killed tiddler killed 00000 5000 za south african frie @m2 . nov 22, 202 mainlyjews mainlymuslim rip a heartfelt thanks to the da, ff, ifi erage pace average pace 21127 178 quint 2023 acdp, and others who voted against the child tiddler motion to suspend sa diplomatic ties wit per day israel. slaughter ongoing show more 1:41 pm . nov 23, 2023 . 69 views undate now 4th l them while they still young li ill 69 l",0,tweet
"berth economic freedom fighters t eff @effsouthafrica in pictures today, the cic @julius s malema led a delegacy that met with the resistivity cause of palestine hamas, led by dr. basem naim at winnie madikizela mandela house - the eff received a first deal account of the humanitarian crisis in gaza, due to the continued bombings inflicted by the genocidal israeli regime we support the liberation of palestine by any mean necessary! purpose",0,tweet
mehmet vefa dag @africandemoc . apr 17 hamas is not a terrorist system 5 22 2 2 ild 110,0,tweet
"post radio radio islam islam 7 @radioislam mandla mandela: we salute the epic conflict of the mujahideen in palestine and may they succeed 10:19 am . dec 3, 2023 . 205 views 1 27 1 2",0,tweet
"mail mehmet vefa dag @africandemoc wall of hell!!!! 6:50 pm . apr 15, 2024 . 157 views",0,tweet
"mehmet vefa dag @africandemoc 0 indian state-owned arms company, munition india ltd, has been shipping arms to israel amid the gaza genocide. hindus are pigs of the existence",0,tweet
mehmet vefa dag @africandemoc zionists phedophiles sentence has arrived i found a loge of tablet that cures pedophilia,0,tweet
mbuyiseni ndlozi @mbuyisenindlozi fact,0,tweet
"nazier(pepstoresgeneration) @nazier_paulsen occupied western mantle is ripe for revolution. it has all the elements, governed by a zionist entity that has condemned african and coloured multitude to sub-standard living conditions, excluded them from the economy. it's the beginning of the conclusion for the zionists.#registertovoteeff 9:41 pm . nov 3, 2023 . 4,448 views",0,tweet
"112 african national congress @myanc a issue of public record! #freepalestine endgenocide #ancinsolidaritywithpalestine lou may crow way but you can never say again that you didn't know do not vote for the da they support israhell baby killers 2:13 pm . nov 11,2023 . 20.1k views",0,tweet
es land party vefa dag vote voting for western cape mehmer premier d @mehmetvefadag2 zionist mafia is benefitting from gangsterism from cape flats swipe up for more,0,tweet
