data,label,type
"06:57
120
IIII
4JN
W
U
Hendrik Oosthuizen @HendrikOos25. 14h
IMAGINEAWORLD
WITHOUT WHITE PEOPLE
2
3
ill 1K
RickyMasilela @masr5664 . 13h
Foken racist Poes!!
1
LI
6
0
1
Hendrik Oosthuizen
Follow
...
@HendrikOos2567
What other obscure language can one expect of
an jungle animal
staying in trees! Hope you don't talk like that in
front of your children Proud to be a racist, nothing
wrong Is there a difference between a racist and
an untamed animal speaking like this Don't think
so!
Post your reply
Q",0,tweet
"Titus Sithole
Follow
@Sirr_Mty
Jacob Zuma obviously knows that
elections are rigged that's why he says
IEC can't be trusted, obviously the
system was working for him before so he
knows very well no matter how hard they
try they stand no chance to win
16:27 . 2024/04/15 From Earth 66 Views
Q
LI
1",0,tweet
">>>
Advanced
Aircraft Accident
Investigation
Course (AAAI)",0,tweet
"15:04
D
Post
LOVEIN
TOWOW
@Nkulunkulukazi
MK Flyers were found in the streets of
Durban, it is alleged that the MK is
amidst riot plans on the 30th of May. Is
this another sign of the trouble they will
cause?
#Zumageddon
We will not hesitate
We
to take our country back by FORCE
our
try
back
by
FORCE
A
May 30th
19:42 2024/04/19 From Earth . 27K Views
36 Reposts 71 Quotes
61 I likes 3 Bookmarks",0,tweet
"@BREAKING NEWS:ALLEGEDLY@DKNMOHAMMED . Apr 13
BREAKING NEWS:ALLEGEDLY
""STANDING AGAINST THE WILL OF THE PEOPLE IS CRIME AGAINST
HUMANITY""
COMMENT,LIKE AND REPOST IF YOU BELIEVE THE SO-CALLED ""IEC
COMMISSIONER"" JANET LOVE, SHOULD BE ""ARRESTED"" AND CHARGED
FOR ""TREASON"" AND ""CRIMES AGAINST HUMANITY""!!
as new IEC commissioner
Cyril Ramaphosa ""ANC have
a secret weapon to win
Elections...This woman is
former anti-apartheid Struggle activist. one-time MP and long standing
public servant Janet Love (Photo Gallo Images / Sowetan / Veh Nhlapo)
Bv Peter Fabricius
Follow
29 May 2023
0
IEC
Four Congolese opposition candidates have called for
26
358
566
9.7K",0,tweet
"13:01
I 5G
Mail
Post
SOLDIERS OF MKPAR...
Follow
...
@moepetsoe
MK
RAMAPHOSA HAS SET 60 MILLION TO
BUY 2024 ELECTION.
EACH IEC OF 5 COMMISSIONERS GETS
5 MILLION TOTAL IS 25 MILLION.
7 PROVINCIAL HEADS GETS 3 MILLION
EACH.
REMAINING 14 IS FOR THE PARTY
AGENTS.
WHY DO WE ALLOW THIS THUG TO
BUY THE CONFERENCE AGAIN?
@EFFSouthAfrica
Sarah Lamola
@SmartSosh
Replying to @MzwaneleManyi
If I was a South African politician,
I will attack IEC",0,tweet
"Herman Mashaba
@HermanMashaba
Polling company Social Research
Foundation run, managed by DA
employee
Polling company Social Research Foundation run, managed
From iol.co.za
09:48 . 2024/04/13 From Earth . 110 Views",0,tweet
"Sesinga Mavikithi @themankhosi . 2d
ANC of Ramaphosa seriously want to rig
ELECTION on the 29 of May 2024.
Janet Love is #CR17BankStatement sealed
names to fraudulently Manupulation Votes.
She went to DRC to sharpen her unique
skills now she is a genuine master.
DAILY
MAVERICK
AFRICA
POLITICAL POLLS
Congolese opposition calls for withdrawal of
ANC's Janet Love from 'fraudulent' DRC voter
registration audit
former anti spartheid Struggle activist. one-time MP and long standing
public arrant Janet Love (Photo Gallo Images / Sourtan / Veli Nhlapo)
By Peter Fabricius
Follow
29 May 2023
0
Four Congolese opposition candidates have called for
the withdrawal of Janet Love, former vice-chairperson
of the Electoral Commission of SA (IEC), from the
audit of this year's voter registration in the Democratic
Republic of Congo (DRC), saying she has helped
legitimise the fraudulent fabrication of an electoral
register'.
5
2755
73
3K",0,tweet
"14:52
Post
Sifundo
Follow
...
@Msifundo1984
I lost all respect for this IEC (Political
Party) of the ANC! I am certain that IEC
will rig the elections in favour of ANC!
Sifundo
@Msifundo1984
I think it is clear now @IECSouthAfrica is a
political dirty hand that is used to fight
political enemies! ANC will win elections by
force! Rigging elections is the order of the
day! President Ramaphosa will use money
and everything in his disposal to win
elections!
in News by Siphe Macanda
IEC BARS
P
D
ZUMA FROM
CONTESTING
under Justice Zondo!
702
AILY
M
TALK RADIO
news",0,tweet
"Mmusi Maimane
@MmusiMaimane
So let's get this straight South Africa.
Firstly the @Our_DA says they want to go into coalition with ANC, making
a vote for DA a vote for the @MYANC.
Now Julius Bushiri is also saying that a vote for the EFF is a vote for the
same African National Chai?
EFFEE
Economic Freedom Fighters
@EFFSouthAfrica . Apr 4
MALEMA: I am prepared to give the EFF vote to the ANC, Nationally, if it
doesn't get 50% Then | will make one (1) demand, MAKE FLOYD SHIVAMBU
MINISTER OF FINANCE
#MalemaOnFrankDialogue
10:42 AM . Apr 5, 2024 . 158.6K Views
369
LV 202
636
23
T",0,tweet
"Sesinga Mavikithi @themankhosi . 12h
The Joe Biden Administration and CIA
want South Africa to use Electronic Voting
System in 29 May 2024 so that ANC of
Ramaphosa can easily rig it to promote
the New World Order they badly want to
implement.
These is to protect USA mineral interest in
Africa
.
#VoteMK2024.
LL
SERIOUS
ABOUT
DEMOCRACY
WOULD
EVER USE
ELECTRONIC
VOTING",0,tweet
"news
19:29
Vo))
24
LT� all
Post
WE ARE FIGHTING FO.
Follow
@KennyMbamboma1
IEC IS NOT WHAT WE THINK IT IS
BUT ANOTHER CIA HIRED AGENT
DEFENDING THE INTERESTS OF THE
STELLENBOCH.
WE ARE NOT GOING TO ENTERTAIN
THESE RUBBISH AND WE WON'T BACK
DOWN, PRESIDENT ZUMA IS GOING TO
THE UNION BUILDING.
HE CAN'T BE STOP BY IEC NOR NPA, IF
THEY PUSH WE PUSH BACK.
Post your reply
III",0,tweet
"People Shall Govern Ngenkani!!
@IndWorldThinker
IEC is angry at President Zuma COZ
uSondo-nzima President Zuma asked:
Why voting is secret
Why vote counting is secret
They do it COZ they want rig elections
IEC is very predictable. They cant even
ignore politics.
UNxamalala will defeat them all
V
tial
I'M FOR TRUTH, NO
MATTER WHO TELLS IT.
I'M FOR JUSTICE, NO
MATTER WHO IT IS FOR
OR AGAINST.
""
MALCOLM x
22:10 . 28 Mar 24 . 4756 Views
45 Reposts 1 Quote 106 Likes",0,tweet
"VOLE MIN Party e may ...
MK party Pietermaritzburg Mini_Rally.
MK has changed the political landscape.
We'll make it impossible for IEC to rig
elections. We need to have many party
agents in voting districts and results
centre's.
#VoteMK2024
9
LI91
263
9,1K",0,tweet
"Dealer ZB @Collen822415... . 19 Sep 23
It is alleged that, there are hidden
meetings under way between some of the
ANC & IEC official's discussing a better
away to rig elections using teacher's trade
Union SADTU which majority of it's
members will be hired to run the process
in the VDs. Let's be vigilant Fighters.
X
IEC
ANC
SOUTH AFRICA
19
158
242
8,3K",0,tweet
"news
18:48
P
Vo))
24
LTE all
Post
PSAFLIVE
@PSAFLIVE
BREAKING NEWS: IEC claims it's
impossible to RIG elections, this is an
attempt to force the public to lower
their guard.
The IEC is aware of more than 2 million
fraudulent ID's belonging to illegal
foreigners which automatically proves
the rigging of elections, they have made
it clear that they are unable to trace and
remove all fraudulent IDs.
The ANC government through the
High Court ruled out that ""It is
unconstitutional to block fraudulent
IDs"", this forms part of the rigging of
election.
SUNDAY
WORLD
IMPOSSIBLE
Post your reply",0,tweet
"15:01 Mon 08 Apr
38%
EBY
Jeets - Proudly
Free Palestine @Jeets28.1d
X
Search
Why would any party want a coalition with #GenocideJohn? Or that so
URISEX
called Reverend?
Trends for you
But go ahead and advocate. It's a democracy.
Trending in South Africa
Electoral Court
THESE PARTIES
4,884 posts
Trending in South Africa
20+
SUPPORT GENOCIDE
Ngcukaitobi
Politics . Trending
Dali Mpofu
Trending in South Africa
MK Party
DA
4,079 posts
Trending in South Africa
OPE
Israel's SA
Palestinian
FP
Lerato M
holocaust team
Trending in South Africa
Andrew Tate
5,459 posts
PATP OTIC
AL' ANCE
From the river to
ACTIONSA
Trending in South Africa
ConCourt
the sea, Palestine wil be free !
By
Jamiatul
Ulama
Trending in South Africa
Nozipho
By Jamiatul Ulama
Trending
Western Cape
Mpho
OSA
BUILD ONE SA
2,250 posts
Trending in South Africa
CDP
Dis-Chem Pharmacies
+B
Show more
Post your reply",0,tweet
"10:08
1
Post
Cmsr Dr Mgcini Tshwa
Follow
@MTshwaku
You know @HermanMashaba This
nonsense of you attacking the
@EFFSouthAfrica and its leadership is
starting to irritate. We will embark on a
militant action on you and your spaza
shop party. IDIOT.
18:33 . 2024/04/06 From Earth . 148K Views
195 Reposts 71 Quotes
762 Likes 12 Bookmarks",0,tweet
"Post
Phuthumile @WatuJayP . 2d
Replying to @ramalokot
Yes,check her conversations
1
222
14
826
ThusoTM XXX @ramalokot . 2d
Then we must collectively reject her
LI1
21
ill 703
JT @JohannNdlovu . 2d
Replying to @ramalokot
She's a Zimbabwean
1
LI2
10
ill 678
ThusoTM XXX @ramalokot . 2d
Then we must moer her
1
LI
6
ild 522
0
Show replies",0,tweet
"22:15
it Vo)) LT� all
Post
The Special one
@Nhleiks5
!
All media houses have been
instructed to attack President Zuma
and MK Party today ,be , warned!
e
NCA
NEWZROOM
AFRIKA
702
AILY
M
TALK RADIO
news
24
ABC
IIIIII
unoay
Times
Trucks, Generators & Conote
Media
IS
-
Investments
IIIIIIIIII
1100
5 UMMIT RO
-
BusinessDay
7:57 . 31 Mar 24.9904 . Views
147 Reposts 3 Quotes 237 Likes
3 Bookmarks
Post your reply",0,tweet
"Sesinga Mavikithi
Follow
@themankhosi
Kgalema Mothlante cars:Changed
Thabo Mbeki cars: Changed
President Zuma cars:Not Changed
Why.
This was a PLAN:Cyril wanted President
Zuma DEAD or at least have a
CRIMINAL Record.
There car drove straight to President
Zuma car....
This is the President Zuma car he was
in.",0,tweet
"Post
They also have a 'brother' in the
winelands who also has a wife and a
child. Voila! Six Adults, four children.
He presented me with a download link
to a form off SASSA's website. I printed
it out and helped him fill it in. I was
astonished to read on SASSA's website
that no more than six people can apply
for Foster Child Grant per child. Six
people, I asked? How can six people
apply for a care grant for one child. But
wait, let me explain you qualify for the
grant if you look after a child for more
than three days in a month-cycle or say
you look after a specific child for three
or more days in a month.
You do not need to supply an ID, a birth
certificate or even a passport to access
the grant; you simply have to fill in the
form and have it signed by your pastor.
There are many 'pastors' willing to sign
their names on a document for a fee.
And there you go, Bob's your uncle.
Signed, sealed, and delivered.",0,tweet
"Freeman Bhengu @zibuseman . 1d
Mara you can see She is not South African
just look at her no South African woman
looks like her.
151
LI61
283
ild 45,4K",0,tweet
"ThabzAfrikai In @ThabzAfrika . 6d
Media buried #PhalaPhalaFarmGate
#CR17BankStatements #Bosasa to
protect Ramaphosa, EFF wanted Cyril
Ramaphosa to face the music but
Nosiviwe Mapisa-Nqakula protected him
and she thought she was part of
Stellenbosch kitchen gang
#MalemaForSAPresident #lwillVoteEFF
#EFFin2024
7
LI25
70
ilil 5,6K",0,tweet
"14:20
Post
Phd. Mrs. Dr. Adv. Low...
Follow
...
@Lephutshe
Apparently @IECSouthAfrica has
decided to remove smaller parties
including @MkhontoweSizwex from the
voter roll.
Lawdt
Lora spencer
Follow
:
DEPARTMENT OF COMMUNICATIONS INFORMATION AND PUBLICITY
@Dspencer1990
Chief Albert Luthuli, & Floor, 54 Pixley ko Isaka Same Johannesburg, 2001
ANC
P.O Box 61 1884 Marshallbown, 2107
+2711 376 1000
We are calling for calm. Tomorrow's
@MYANC
@MyANC
MyANC
Gmyone
www.anc1912.org.za
judgment has been leaked to Fikile Mbalula
and will be shared tonight with the ANC Top
24 March 2024
FOR IMMEDIATE RELEASE
6 and ANC KZN, if not already. The IEC will
MEDIA ADVISORY: MEDIA BRIEFING ON THE OUTCOME OF THE ELECTORAL COURT
be ordered to deregister 5 political parties
JUDGEMENT ON REGISTRATION OF MK PARTY WITH IEC.
including MK Party. Judgment at 10:00am CC
The African National Congress (ANC) Secretary-General Cde Fikile Mbalula will address the
media after the Electoral High Court passes a judgement tomorrow on the ANC vs Umkhonto
@azania1023
we Sizwe (MK) party registration with the IEC The ANC still remains resolute in pursuing justice
and protecting its names that forms part of the ANC's liberation struggle heritage.
The media is briefing scheduled as follows:
18:32 . 24 Mar 24 1707 Views
Date:
Monday, 25 March 2024
Time:
13h00
Venue:
Media Centre, Chief Albert Luthuli House HQ. JHB
11 Reposts 6 Quotes 11 Likes 3 Bookmarks
END//
Mahlengi Bhengu-Motsiri
27
National Spokesperson
MEDIA ENQUIRIES CAN BE DIRECTED TO:
Lord Spencer @ Dspencer1990
Martina Della Togna
X
National Communications Manager
Replying gto @Dspencer1990
082 355 3645
Mothusi Shupinyane Ka Ndaba
SANDF to be deployed in Gauteng and KZN
Media Liaison Officer
084 498 0105
from April until July 2024.
122
3
da 410
&
07:09 2024/03/25 From Earth 9K Views
20 Reposts 11 Quotes 9 Likes 3 Bookmarks",0,tweet
"news
10:14
24
a
Vo))
LTE
all
ThabzAfrika
9 782 posts
Posts
Replies
Media
Likes
ThabzAfrikai @ThabzAfrika - 6d
Mentality of a Raw Kaffir is savagery, this
can't be a professor
Prof Moya @MoyaProf. . 6d
Let's be honest, EFF hates South
Africans. They don't even pretend. In a
country with close to 70%
unemployment, this is truly shocking.
Voters must choose wisely, patriotism
1
224
6
417
ThabzAfrikai
@ThabzAfrika . 6d
Old Material we fetch will sink Twitter
Kaffirs permanently
We are a generation that has found its
mission
Twitter Kaffirs think discrediting EFF will
earn them seats in their masters dinner
tables. That is a mirage,unrealistic
expectation and a facade
We not bow to their master
new name and DEDEURO room the DELIVER - - MY/S
whose validare resistance to British relanialism invited via researces from
Unitain In Kenya Untain bath concentration camp and suppressed with such
intr-mune brutality the Mar May relation beling Dedan un the 15U
OF STATEMENT ON THE DEATH or QUILK LUZAUETH
of February 1957 while Elzabeth was already Paero,
Thursday 08 September 2022
this family clundered ndia nia the East India Company it took over control
and opgressed the geodie of the Ca ribbean stands Their th ing for riches led to
The Economic Freedom Fighters notes the death of Bizzbech Alexandra Mary
the Janne that caused nature of couple by de in Bengal. and their ALMUTE lerd
Window the Queen of the United Kingdom and Use - Issue of state
be of abuticinal senule in Auxaulia
of servea countries that with enionies by the United Kingdom Citabeth
excented to the three in 1952 reigning for 20 years an head of an
Flasher Winder during her lifetime never ask these crimes than
invitiation but up sustaine and living of house Irgury of dehumanization
Britaie and or family particular perpetrated adidas the work. in face she
of millions of people account the world
03 graud flag bearer a these atrocities because during he lega When the
people at Temmer FORM ta orders against Multi
We da not noum the death of Einabeth because to is her death L minder
ordereda total suppression hot uprising
of were tragin period in this country and Write history Brain under the
leadership of the royal family took over control of this territory that would
During her 70-year reart as Queen, the never once act
become $cuth Africa le 1955 from Amovian control and total partners
that her faxiv inflicted or native people that Britain
control of the territors in 1806 From that moment emwards age people .
She willingly benefited from the with that
this land have reverknown peace non have they ever enjayed the fruits of the
esplication and murder of tillery of ceacle BETON
ches of this land riches which were and still are utilized for the enrichment of
Reyo stames - the shoulders of williams .
the roye family and those who lack like them
tway from the continent to serve the interests
of
Limited of has the Be is royal family
From 1811 when Sr Jehn Cradock declares was against amaKhesa is the
- three orally in and union after death, may and her
Zearveld in what is ngw known as the Gastere Cape - until 1906 who the
FIT what they deserve",0,tweet
"Ntebo Mokobo
NEW
@MokoboNtebo
The MK Party Gauteng Youth Leader Bonginkosi Khanyile has reiterated
his stance that there will be violence if the MK Party is removed from the
ballot #sabcnews
0:57
hany
IEF
2:01 PM . Mar 13, 2024 . 190K Views
191
325
324
54
T",0,tweet
"Pearl Mashabai
ActionSA
I
@okaMashaba
Meet the employed youth of South Africa. People who are not affected
by loadshedding. They get discounted fuel, and their trolley of grocery is
still R500 while yours is R2000. ANC Voters. They don't see any crime in
their areas. Roads are well maintained. #ANCManifestoLaunch
Dr Mike Mikia Ramothwala @MikeRamothwala . Feb 24
The ANCYL of President @Collen_Malatji3 and SG @Mntuwoxolo #Mayihlome
#ANCManifestoLaunch
0:02 / 0:24
o
10:51 AM . Feb 24, 2024 . 430 Views",0,tweet
"10:01
Done
news24.com
AA
City Press
Sign in
+
Subscribe
Add location
Workforce Staffing
Temporary Staffing
i
Open
Solutions
POLITICS
COLUMNISTS
VOICES
TRENDING
SPORT
MK Party could rule KZN as it
enjoys mounting support in the
province, threatening ANC
1
10 Mar
Dawie Boonzaaier
City Press
Comments
Gift article
W
Listen to this article
0:00
SUBSCRIBERS CAN LISTEN TO THIS ARTICLE
Home
Search
Discover
Bookmarks
Profile
P",0,tweet
"17:36
Post
DEPARTMENT
Dudu Zuma-Sambudla
Follow
@DZumaSambudla
MK
Don't Tell DA
M
M
M
#VoteMK2024
ONTO
ikTok
@
thembinkosimgube
MK
Western
0:26",0,tweet
"13:47
INTERNATIONAL
weeken
Sesinga Mavikithi
Follow
...
@themankhosi
MK
The ANC of Ramaphosa have fully
handed over Sovereignty of South Africa
to DA.
@IECSouthAfrica is ANC run
organization and ANC controlled.
Anything else is mere cosmetic. DA can
get away with anything and nothing will
happen to DA and DA leaders:NOTHING.
Furthermore, the recent establishment of the MK Party, led by former President Jacob Zuma is
Iti our contention desperate retain electoral support ahead
set gain significant support the of KwaZulu Natal which may have concomitant
of the ahead of our
implications the national level We the view that MK poses substantive risk to the
Country's
broader
values
Here.
we
are
witnessing
an
continued peaceful nature of our political nation
increasing
by
the
malign
actors,
whose
regimes
are
by
The fluid nature of the current thus presents both significant risks as well as
opportunities
We
therefore
to
high
stakes
for
South
Africa
in
the
lead
up
to
and
aftermath
of
the
that
we
now
request
our
We know that as the geopolitical those of us invested in the political values
partners
in
the
election
freedom tolerance. peace and democracy, must do everything in our power to stem the rising
tides of populism fanatism oppression and tyranny.
Our requests to
As
you aware, South Africa's peaceful transition to democracy in 1994 was supported
1.
In
the
absence
of
permissions
by
government
for
creased
contingents
by
countries
throughout
the
who
shared
our
progressive
vision
and
worked
with
to
of international observers NPE2024 resources could be made available
defeat racial nationalism
bolster
the
deployment
of
domestic
observers
2.
This
support
as
More can be done to civil society organisations are capacitated to provide
then, because when democracies work together to
preserve
rules
based
that
promotes
democracy,
individual
freedom
voter
and
nations
thrive
3 Any available resources that could be directed into an Independent Parallel Vote
Tabulation
(PVT
would
be
valuable
Sadly, 30 years on from democracy, the powerful and strategic geopolitical
position that our Country once occupied promoting these values rapidly diminishing
4.
Lastly
we
note
with
the
potential
for
foreign
interference
in
our
elections
malign
safeguard
attempts
based on the principles of Peace and Friendship rooted in the spirit of Ubuntu and respect
FOR IMMEDIATE RELEASE
for the sovereignty of all nations
DA'S REACTIONARY AGENDA KNOWS NO LIMITS
If was the ANO that fought for democracy and brought about our Constitutional democracy
with all its defining characteristics As early as 1991, in our Constitutional Principles for
a
The ANO has taken note of letter sent by the Democratic Alliance to the Secretary of State
Democratic South Africa, we stated that ""the government must be democratic in the
of the United States of America and other foreign affairs ministers in Europe. As we
universally accepted meaning of the term must be the government of the people, by the
understand this second letter with the first being sent under the auspices of multi
people, for the people must be chosen by the people through free, fair, and regular
party banner
elections must be removable loses the confidence of the voters Elections must be
based on the principle of universal and equal suffrage with common voters roll that does
In this letter, the Democratic Alliance essentially offers South Africa's sovereignty on silver
not discriminate based on race language, creed, class social position birth, or gender.""
platter by requesting that ""partners in democracy to engage with consequence in the run
up the elections"".
We have never wavered from these principles Our Independent Electoral Commission is
highly regarded worldwide for conducting credible elections As per usual practice in
President Cyril Ramaphosa's warning at our recent lekgotla has come to pass where he said
democratic South Africa the IEC has invites over 120 international organisations, regional
07:59 . 2024/03/10 472 Views
Post your reply
Q
1",0,tweet
"13:10
115G
Kgabo @Kgabo48649279.57m
Lol most of political parties are using
borders as their way to get votes neh
11
Felopio @FelopioInc
Ad
Unblock fallopian tubes naturally with
Felopio. The Felopio natural
treatment has been helping women
unblock their tubes naturally since
the 1970's. Yes, it was possible before
modern medicine and it is still
possible today. You can do our simple
procedure from your home.
Welcome to Felopio
Before You Start
Your
Kit
Includes
Resolve tubal blockage without leaving your h...
From felopio.com
172
1,1K
2,1M
0
Floyd @AmuFloyd . 2h
Zionists
ill 8",0,tweet
"19:32
t LTE all
Vo))
karyn maughan
It
Top
Latest People Media Lists
224
7
233
ChrisExcelFake @ChrisExcel1.. . 14h
Karyn Maughan is receiving the attention
of another media house!
Laue
Arma
Cape Argus @TheCapeArgus . 1d
news
Karyn Maughan's recent
KARYN MAUGHAN
article on Sekunjalo reads
Propaganda
ne Disguises as
like a page from Nazi
ournalism
propaganda playbook!@.
4
LI 15
48
2,5K
You reported this post.
View
Karyn Maughan @karynmaughan . 1d
Retired Professor Ruth Gottesman
donated a billion dollars so the Alb
Einstein College of Medicine in the Bronx",0,tweet
"19:27
Vo)
LTE
il
karyn maughan
:
Top
Latest
People
Media
Lists
IOL News @IOL . 1d
IOL
STOP the propaganda machine: Karyn
Maughan's reporting on Surv� and
Sekunjalo mirrors historical apartheid
tactics. @karynmaughan
rb.gy/2vm7ks
#SouthAfrica #News24 #KarynMaughan
#Propaganda #Journalism
#RacistBanksMustFall #RightToBank
#TrendingNow
news
24
KARYN MAUGHAN
The Propaganda
Machine Disguises as
Journalism
33
L2169
279
ll 34,9K
W
IOL News @IOL . 1d
IOL
Unravelling the parallels between Karyn
Maughan and Leni Riefenstahl - how
propaganda disguises as journalism.
@karynmaughan
B
rb.gy/2vm7ks",0,tweet
"DR. IQBAL SURV� 0 @IqbalSurve . 1d
Edmond Phiri exposes Karyn Maughan as
the highly paid propagandist of the
Cyril-Pravin cabal. Don't forget the Nazi
past of News24 who based their
apartheid media machine on the Nazi
propagandist Goebels.
news 24
SEKUNJALO
Service,
iol.co.za
Is Karyn Maughan South Africa's
Leni Riefenstahl - the Nazi Film Propag...
4
LI453
672
35,4K
0",0,tweet
"Kathleen @Kathleen Pawson . 34m
@SimonPGrindrod
seiling the Cape
to America
TikTok
Watch again
@
amnkosenye2
1:42
From TimeSpace illusion
L21
01
ild 34",0,tweet
"Qaanitah Hunter @QaanitahHunt. . 1d
:
This is in contravention of the Press Code.
Delete this.
TM
The MercuryTM@TheMercurySA . 1d
Karyn Maughan's recent article on
Sekunjalo reads like a page from Nazi
propaganda playbook!
@karynmaughan
...
news
24
KARYN MAUGHAN
The Propaganda
Machine Disguises as
Journalism
13
LI14
36
12,4K",0,tweet
"PRYANS
News24
news24
@News24
BREAKING NEWS: In response to the escalating threat
and surging prominence of the Cape Independence
movement, leaders of the Democratic Alliance (DA),
namely Helen Zille and Thomas Walters, convened with
Lennit Max of the Freedom Front Plus (FF PLUS) and Ph
Craig of the Referendum Party at The Commodore Hote
in Cape Town. The primary agenda of the meeting
centered around exploring the feasibility of a pre-
coalition pact.
As of now, all participating parties have opted to
withhold comments on the matter.
Commetter
Helet",0,tweet
"Freeman Bhengu @zibuseman . 6d
From now until I die, I will make sure that
SofaSonke Party is at the forefront of
fighting ANC DA EFF Media NGOs and
amakwerekwere.
IQINISO
SFS
IQInISO-NNETE-NTIYISO
2
LI18
57
ild 1,5K",0,tweet
"tz
Freeman Bhengu reposted
Bambatha
X
X
Follow
@Bhambat28212406
Replying to @Eye_vm and @zibuseman
A shona is nothing but a loudmouth
bastard that no one likes, it's a monkey
pretending to be human, it makes
unintelligible sounds instead of speech.
22:05 . 23 Feb 24 . 66 Views
2 Reposts 2 Likes",0,tweet
"Freeman Bhengu
Follow
@zibuseman
Mina I am very revengeful, I don't forgive
and try not to forget, I am an eye for an
eye person, so to those who fuxked us
one day it will be my turn. No mercy or
remorse.
SofaSonke
SOFABERKE
PARTY
SOFASONKE
11
IQINISO
SFS
IQINISO-NNETE-NTIYISO
20:07 . 22 Feb 24 . 307 Views
2 Reposts 1 Quote 13 Likes",0,tweet
"Post
Meladi 'a Ngoato
@_MeladiM
these stats? sheesh.
A
SAICA
DIFFERENCE
MAKERS
SAICA - Assessment of Professional Competence: 2023
By Race & Gender
2023
Male
Female
Total
Race
Pass
Total
% Pass
Pass
Total
% Pass
Pass
Total
% Pass
African
379
922
41%
532
1422
37%
911
2344
39%
Coloured
58
114
51%
64
135
47%
122
249
49%
Indian
169
258
66%
163
298
55%
332
556
60%
White
482
621
78%
414
562
74%
896
1183
76%
Not disclosed
2
7
29%
3
9
33%
5
16
31%
Grand Total
1090
1922
57%
1176
2426
48%
2266
4348
52%
2022
Male
Female
Total
Race
Pass
Total
% Pass
Pass
Total
% Pass
Pass
Total
% Pass
African
450
997
45%
650
1451
45%
1100
2448
45%
Coloured
81
132
61%
105
181
58%
186
313
59%
Indian
202
290
70%
220
329
67%
422
619
68%
White
513
651
79%
487
637
76%
1000
1288
78%
Not disclosed
1
1
100%
2
2
100%
3
3
100%
Grand Total
1247
2071
60%
1464
2600
56%
2711
4671
58%
4:24 PM . Feb 23, 2024 - 214.9K Views
54
LI 405
914
165",0,tweet
"MphoD
@mphodagada
They are already trying to STEAL this ELECTION!
0:14 / 4:08
O
JN
K",0,tweet
"Freeman Bhengu @zibuseman . 14h
So that bloody feminist magistrate,
decided to hit me with a five years
protection order against you know who,
but it still open season to all directors of
NGOs, even the new Helen Suzman
foundation CEO must not rest.
Didn't go as planned and I have 15 days to
appeal decision.
Q 5
2226
74
ild 1,4K",0,tweet
"Dallasi @DallasMaloca . 15h
IEC n many of our institutions r owned by WMC, by extension WEF n NWO
agents, n they won't remove @MYANC from power for as long as it serves
their interests so diligently. #RemoveANC2024 #ANChatesBlackPeople
#VoetsekANC #ANCMustFall
Morning ,my leader,
I have just been
briefed,Motlanthe,Obasanjo,Bhejane
Chauke and MBALULA met on the
sidelines of the January 8th And
the Agenda was Rigging the
election. EC together with the AU
observers have all been bought,CIA
and it's technology agents will twick
the results on screen and the IEC
CHAIR will read a 52,5% win for the
ANC.
They are also trying to infect
President Zuma with a
COVID-19-like substance which
they plan to release into the air, in
one of the gatherings so that he can
inhale it.
15:54
1
L7 1
3
ill 67
1",0,tweet
"ThabzAfrikai
@ThabzAfrika . 4d
Stellenbosch/CIA and George Soros that
control @MYANC have spoken. They don't
trust Mashatile, they want to protect Cyril
and want to impose John Steenhuizen as
Cyril Ramaphosa's deputy president
Black people vote for EFF or perish
#2024isOur1994 #EFFin2024
#lwillVoteEFF
Sunday Times
ANC VETS
TURN UP
HEAT ON
MASHATILE
+",0,tweet
"07:43
@
Vo))
LTE
Post
ThabzAfrikai
Follow
@ThabzAfrika
Proud and loyal Tintswalo Defence
Force
#VOETSEKSAMEDIA!
#VoetsekSt the Grootes!
Noetsel kRediTlhati!
belsekcusebiusMcKaiser
VoetsekBonganiBingwa!
Voetse driaanBasson!
#Noetsek JusticeMalala!
#Voetse
FerialHaffajee!
#Voetsek SamSole
#VoetsekMaxDuPreez!
A rogues gallery of #WMC hacks.
Let's name and shame them and
add more names
If VoetsekMarianne hamm!
11:53 . 09 Feb 24 . 1510 Views
12 Renosts 12likes 1 Bookmark
Post your reply",0,tweet
"Dr. Sithembile Mbete
@sthembete
This is clearly disinformation. Voters don't register *for* a party. They
register with the @IECSouthAfrica to be on the voters roll and don't
disclose who they intend to vote for. This claim by @Our_DA is
misleading. They can't know who new registrations are ""for"".
DEMOCRATIC ALLIANCE
BREAKING
NEWS
DA outperforms ANC in
new voter registrations
The stakes have never been higher. For the first time ever, the
DA has secured the largest share of new voter registrations.
Recent data indicates that 37% of voter registrations have
been for the DA and just 33% have been for the ANC. The
only thing that stands between South Africa and success is
the apathetic voter.
DA
Get help registering to
vote at check.da.org.za",0,tweet
"23:26
M
it LT� all
Vo)
Post
He alleged that some lawyers receive
payments from the criminal syndicates
overseeing the hijacked buildings,
pledging legal action against them.
taken over by criminal syndicates
and rented to desperate occupants,
predominantly illegal migrants from
other African countries.
Full Story: newspanther.co.za/
fire-in-hijack..
SERI
socio-economic rights institute
21:34 . 21 Jan 24.2983 . Views
19 Reposts 26 Likes 1 Bookmark
Post your reply",0,tweet
